state,fips,state_abb,year,secondary,adj_primary,adj_secondary_primary,primary,violentcrimerate_ce,propcrimerate_ce,pctblack,pcthisp,medinc,age,dieseltax,gastax,state_abbrev,fatal,fatal_occupant,fatal_non_occupant,vmt_rural,vmt_urban,vmt_total,rate_occupant,rate_non_occupant,speed65,speed70,mlda21,bac8,rearsecondary,mv_registrations,rural_miles,urban_miles,rate,secondary_primary,unemprate,automobiles,buses,trucks,total,motorcycle,urban_den,rural_den,ln_pctblack,ln_pcthisp,ln_medinc,ln_age,ln_gastax,ln_violentcrimerate,ln_propcrimerate,ln_unemprate,ln_ruralvmt,ln_urbanvmt,ln_ruralden,ln_urbanden,adj_occrate,adj_nonoccrate,ln_adjocrat,ln_adjnonocrat
colorado,8,CO,1984,0,0,0,0,1.5880001,60.132999,3.7320328,11.819463,15030,32.216137,13,12,CO,608,531,77,10851,15652,26503,20.035467,2.9053314,0,0,0,0,0,2754307,65200,10526,,0,5.491666666666667,2007519,5648,741140,2754307,114957,190.72003,30.790169,1.3169531,2.4697475,9.6178036,3.4724674,2.4849067,.46247539,4.0965586,1.7032318,9.2920122,9.6583538,3.4271955,5.2508063,.020035468,.0029053313,-3.9102511,-5.841208
connecticut,9,CT,1984,0,0,0,0,2.1849999,42.349998,7.3495507,4.7914019,17572,35.606857,15,15,CT,469,389,80,4822,16087,20909,18.604429,3.8261037,0,0,0,0,0,2365501,8889,10690,,0,4.65,2207317,9309,148875,2365501,76015,206.48428,248.32005,1.9946392,1.566823,9.7740622,3.5725381,2.7080503,.78161579,3.7459683,1.5368673,8.4809437,9.6857672,5.5147185,5.3302245,.018604429,.0038261036,-3.9843557,-5.5659084
delaware,10,DE,1984,0,0,0,0,1.6900001,45.710999,16.066507,1.8649483,14671,33.846817,11,11,DE,130,104,26,2170,2827,4997,20.812487,5.2031217,0,0,1,0,0,459396,3777,1525,,0,6.216666666666668,366024,1609,91763,459396,11421,240.01573,96.908661,2.7767367,.62323332,9.5936279,3.5218449,2.3978953,.52472854,3.8223388,1.8272339,7.6824822,7.9469714,4.5737691,5.4807043,.020812487,.0052031218,-3.8722022,-5.2584963
district of columbia,11,DC,1984,0,0,0,0,10.638,68.697998,67.528397,3.6946218,17566,35.265049,15.5,15.5,DC,64,31,33,0,3214,3214,9.6453018,10.267579,0,0,0,0,0,231252,0,1102,,0,8.883333333333335,287004,2833,15874,305711,5283,260.43921,0,4.2125483,1.3068782,9.7737207,3.5628924,2.74084,2.3644326,4.2297201,2.1841769,0,8.0752716,0,5.5623693,.0096453018,.010267579,-4.6412845,-4.578764
florida,12,FL,1984,0,0,0,0,3.3839998,59.533001,12.92284,9.9435177,13939,38.052967,9.699999999999999,9.699999999999999,FL,2814,2071,743,27941,57486,85427,24.24292,8.697484,0,0,0,0,0,9394175,67518,31466,,0,6.591666666666666,7552367,34406,1807402,9394175,240879,240.01675,111.85709,2.5589962,2.2969208,9.5424461,3.638979,2.272126,1.2190584,4.0865307,1.8858062,10.23785,10.959297,4.7172222,5.4807086,.024242921,.0086974837,-3.7196307,-4.7447214
georgia,13,GA,1984,0,0,0,0,1.9389999,40.195,26.573896,1.2969381,12316,32.539009,7.5,7.5,GA,1410,1195,215,22919,25656,48575,24.601131,4.4261451,0,0,0,0,0,4460399,86614,18919,,0,6.100000000000001,3349151,13578,1097670,4460399,113988,177.02579,38.667549,3.2799294,.26000616,9.4186544,3.4824398,2.0149031,.66217232,3.6937425,1.8082888,10.039721,10.152533,3.6550007,5.1762953,.024601132,.004426145,-3.7049627,-5.4202261
hawaii,15,HI,1984,0,0,0,0,1.494,52.525002,2.147182,6.2268486,15052,32.37035,8.5,8.5,HI,138,110,28,1874,4532,6406,17.171402,4.3709021,0,0,0,0,0,638022,2633,1424,,0,5.449999999999999,555299,3834,78889,638022,15762,389.95715,210.89973,.76415628,1.8288704,9.6192665,3.4772429,2.1400661,.40145707,3.9612892,1.6956156,7.5358305,8.4189186,5.3513827,5.9660368,.017171402,.0043709022,-4.0645099,-5.432786
idaho,16,ID,1984,0,0,0,0,.465,34.363998,.30183116,4.2920542,11399,31.783312,14.5,14.5,ID,242,222,20,5783,2192,7975,27.83699,2.5078371,0,0,0,0,0,940106,66665,1951,,0,7.199999999999999,546676,3127,298781,848584,50780,280.20297,8.200345,-1.1978875,1.4567654,9.3412809,3.4589415,2.6741486,-.76571786,3.5370095,1.974081,8.6626778,7.6925697,2.1041763,5.6355143,.02783699,.002507837,-3.5813897,-5.9883347
illinois,17,IL,1984,0,0,0,0,3.4400001,45.792999,14.346869,6.3220949,14784,33.891426,14.5,12,IL,1547,1200,347,21368,47704,69072,17.373177,5.0237432,0,0,1,0,0,7598238,103701,30781,,0,9.133333333333335,6069551,20451,1508236,7598238,222644,197.18498,58.529339,2.6635318,1.8440506,9.6013012,3.5231621,2.4849067,1.2354715,3.8241313,2.2119308,9.9696493,10.772771,4.0695281,5.2841425,.017373176,.005023743,-4.0528278,-5.2935801
indiana,18,IN,1984,0,0,0,0,1.2939999,36.242001,7.4206762,1.6001413,12460,33.713867,11.1,11.1,IN,925,800,125,20488,20054,40542,19.732622,3.0832224,0,0,1,0,0,3950318,73898,17669,,0,8.466666666666667,2933754,17959,998605,3950318,137193,166.03961,39.700047,2.0042701,.47009194,9.4302788,3.5179093,2.406945,.25773811,3.5902188,2.1361368,9.9275942,9.9061842,3.6813524,5.1122265,.019732622,.0030832223,-3.925482,-5.7817802
iowa,19,IA,1984,0,0,0,0,.53200001,36.008999,1.4762865,.96062672,12924,35.000492,15.5,13,IA,420,369,51,12646,7316,19962,18.485123,2.5548542,0,0,0,0,0,2443036,103856,8543,,0,7.024999999999999,1743951,7791,691294,2443036,250515,204.138,16.792009,.38952982,-.040169373,9.4668417,3.5553622,2.5649493,-.6311118,3.5837688,1.9494752,9.445096,8.8978186,2.8209031,5.3187962,.018485123,.0025548541,-3.9907889,-5.9697599
kansas,20,KS,1984,0,0,0,0,1.027,40.051998,5.361608,3.0019462,13827,34.482712,13,11,KS,510,460,50,10209,8099,18308,25.125628,2.7310464,0,0,0,0,0,2121793,123774,8433,,0,4.983333333333333,1456286,3902,661605,2121793,100794,172.68896,11.765686,1.6792639,1.0992608,9.5343781,3.5404582,2.3978953,.026641883,3.6901786,1.606099,9.2310247,8.9994955,2.4651873,5.1514921,.025125628,.0027310464,-3.683867,-5.9030704
kentucky,21,KY,1984,0,0,0,0,.995,26.806999,6.8867035,.65676731,11111,33.620834,10,10,KY,754,663,91,15619,11500,27119,24.447803,3.355581,0,0,1,0,0,2590054,61861,7478,,0,9.066666666666668,1772287,8904,808863,2590054,52644,237.00014,28.649504,1.9295925,-.4204255,9.315691,3.515146,2.3025851,-.0050125369,3.2886629,2.2046046,9.6562433,9.3501024,3.3551362,5.4680605,.024447804,.0033555811,-3.7112148,-5.6971302
louisiana,22,LA,1984,0,0,0,0,2.4519999,44.325001,29.332998,2.2352352,11704,31.703487,16,16,LA,961,775,186,16708,14317,31025,24.979855,5.9951653,0,0,0,0,0,2958167,45899,12224,,0,10.20833333333333,2048123,19737,890307,2958167,60160,167.54933,44.622387,3.3787131,.80434644,9.3676863,3.4564266,2.7725887,.89690399,3.791549,2.3232043,9.7236433,9.5692034,3.7982357,5.1212778,.024979854,.0059951656,-3.6896856,-5.1168017
maine,23,ME,1984,0,0,0,0,.41499999,33.688999,.33115378,.47231632,11930,34.720005,14,14,ME,232,202,30,5815,2438,8253,24.475948,3.6350417,0,0,0,0,0,799754,19581,2357,,0,6.125000000000001,577485,2465,219804,799754,47756,245.00848,29.492109,-1.1051724,-.75010633,9.3868113,3.5473161,2.6390574,-.87947679,3.5171714,1.8123788,8.6681957,7.7989335,3.3841228,5.5012927,.024475949,.0036350416,-3.7100644,-5.6171346
maryland,24,MD,1984,0,0,0,0,3.4689999,44.223,23.247021,1.9196881,15959,33.831505,13.5,13.5,MD,643,501,142,11792,21237,33029,15.168489,4.299252,0,0,1,0,0,3193371,17324,10101,,0,5.341666666666666,2668985,10669,513717,3193371,72113,264.22977,154.06287,3.1461771,.65216273,9.6777782,3.5213923,2.6026897,1.2438663,3.7892449,1.6755377,9.3751764,9.9635,5.0373607,5.5768189,.015168489,.0042992518,-4.1885352,-5.4493141
massachusetts,25,MA,1984,0,0,0,0,2.063,40.647999,4.5361271,3.2318995,15739,35.425987,11,11,MA,666,536,130,6664,31654,38318,13.988204,3.3926613,0,0,0,0,0,3788196,13206,20588,,0,4.774999999999999,3321357,10689,456150,3788196,100640,161.32491,251.50363,1.5120736,1.1730701,9.6638966,3.5674458,2.3978953,.72416121,3.7049496,1.563394,8.8044748,10.362619,5.5274572,5.0834203,.013988204,.0033926612,-4.2695408,-5.6861405
michigan,26,MI,1984,0,0,0,0,3.812,57.959,13.025186,1.8390002,13612,33.398724,15,15,MI,1531,1239,292,23457,39008,62465,19.835108,4.6746178,0,0,1,0,0,6368517,92313,25230,,0,11.23333333333333,5071361,21587,1275569,6368517,227651,201.00519,54.936584,2.5668848,.60922205,9.5187073,3.5085177,2.7080503,1.338154,4.0597358,2.4188855,10.062924,10.571522,4.0061793,5.3033309,.019835107,.0046746177,-3.9203019,-5.3656077
minnesota,27,MN,1984,0,0,0,0,.98199999,36.299999,1.6503187,.92078269,14351,33.777699,17,17,MN,582,512,70,16304,15683,31987,16.006502,2.1883891,0,0,0,0,0,2967650,118430,13125,,0,6.291666666666665,2276192,16657,674801,2967650,167982,173.42415,19.219725,.50096846,-.082531229,9.5715752,3.5198007,2.8332133,-.018163977,3.5918176,1.839226,9.6991653,9.6603327,2.9559371,5.1557403,.016006501,.002188389,-4.1347604,-6.1245894
mississippi,28,MS,1984,0,0,0,0,.977,27.778999,34.634926,.78048205,9514,32.541618,10,9,MS,679,599,80,11568,6586,18154,32.995483,4.4067421,0,0,0,0,0,1443635,64327,6953,,0,10.61666666666667,1273830,7913,386966,1668709,26390,183.20581,19.802416,3.5448625,-.24784353,9.1605196,3.4825199,2.1972246,-.023268629,3.3242803,2.3624251,9.355998,8.7927017,2.9858038,5.2106104,.032995485,.0044067423,-3.4113846,-5.4246197
missouri,29,MO,1984,0,0,0,0,1.744,38.362999,10.262596,1.0584697,13103,34.956429,7,7,MO,967,850,117,17701,19789,37490,22.672712,3.1208322,0,0,0,0,0,3521164,104060,14827,,0,7.375,2595214,9835,916115,3521164,89180,175.03297,24.939592,2.3285058,.05682414,9.4805965,3.5541024,1.9459101,.55618131,3.6470935,1.9980959,9.7813768,9.8928814,3.2164567,5.1649742,.022672713,.0031208321,-3.7865932,-5.7696557
montana,30,MT,1984,0,0,0,0,.52399999,44.150002,.24859174,1.2805381,11698,33.261028,17,15,MT,238,227,11,5288,2090,7378,30.767145,1.490919,0,0,0,0,0,684862,69213,2273,,0,7.508333333333333,405716,1745,277401,684862,30112,178.49362,5.8618469,-1.3919433,.24728036,9.3671732,3.5043864,2.7080503,-.6462636,3.7875929,2.0160136,8.5731955,7.6449194,1.7684647,5.1845527,.030767145,.001490919,-3.481308,-6.5083628
nebraska,31,NE,1984,0,0,0,0,.70300001,32.706001,3.153424,1.9261546,13354,34.355064,14.7,14.7,NE,285,249,36,7509,4284,11793,21.11422,3.0526583,0,0,0,0,0,1257497,87092,4872,,0,4.491666666666666,829583,4110,423804,1257497,45687,170.27565,9.5253639,1.1484889,.65552557,9.4995708,3.5367494,2.6878474,-.35239837,3.4875586,1.5022238,8.9238577,8.3626423,2.2539582,5.1374187,.021114219,.0030526584,-3.8578086,-5.7917423
nevada,32,NV,1984,0,0,0,0,3.5050001,59.325001,6.1945186,7.9622345,14760,33.380821,12,12,NV,249,210,39,3152,4029,7181,29.243837,5.4309983,0,0,1,0,0,744682,40811,3014,,0,7.658333333333334,534912,1662,208108,744682,21210,177.47578,13.107055,1.8236648,2.0747097,9.5996761,3.5079815,2.4849067,1.2541906,4.0830307,2.0357945,8.0557928,8.3012733,2.5731506,5.178834,.029243838,.0054309983,-3.5320864,-5.2156324
new hampshire,33,NH,1984,0,0,0,0,.449,30.038,.51814771,.74855638,14717,34.051796,14,14,NH,192,168,24,4371,2874,7245,23.188406,3.3126295,0,0,0,0,0,870064,12109,2408,,0,4.2,722456,1506,146102,870064,56950,300.02325,59.662731,-.6574949,-.28960875,9.5967588,3.5278828,2.6390574,-.80073237,3.4024632,1.4350846,8.3827467,7.96346,4.0887074,5.7038598,.023188407,.0033126294,-3.7641029,-5.7100129
new jersey,34,NJ,1984,0,0,0,0,2.802,43.278,12.592377,7.5879583,16708,35.519875,8,8,NJ,922,644,278,9798,42645,52443,12.279999,5.3009934,0,0,1,0,0,4896403,11518,22361,,0,6.266666666666667,4402243,15419,478741,4896403,125727,196.87148,382.20551,2.5330915,2.0265625,9.7236433,3.5700924,2.0794415,1.0303335,3.7676444,1.8352445,9.1899338,10.660666,5.9459586,5.2825513,.012279999,.0053009936,-4.3997836,-5.239861
new mexico,35,NM,1984,0,0,0,0,1.9439999,55.553001,1.9412711,36.628387,11626,31.581116,11,11,NM,497,384,113,7059,5532,12591,30.497974,8.9746647,0,0,1,0,0,1219644,49676,4451,,0,7.716666666666666,771476,3829,444339,1219644,50245,173.32645,15.530155,.66334295,3.6008236,9.3609991,3.4525592,2.3978953,.66474766,4.0173373,2.0433824,8.8620586,8.6183043,2.7427835,5.1551766,.030497974,.0089746648,-3.4900951,-4.7133498
new york,36,NY,1984,0,0,0,0,5.4859996,46.629002,14.846735,10.159375,15749,35.236992,10,8,NY,2060,1449,611,25417,61842,87259,16.605738,7.0021429,0,0,0,0,0,8644450,73049,36149,,0,7.225000000000001,7563594,32817,1048049,8644460,209264,209.23384,103.54137,2.6977799,2.318397,9.6645317,3.5620964,2.0794415,1.7021993,3.8422227,1.9775473,10.143173,11.032338,4.6399713,5.3434525,.016605739,.0070021427,-4.0980067,-4.9615393
north carolina,37,NC,1984,0,0,0,0,1.051,36.404999,21.625601,.99343884,11863,33.882668,12,12,NC,1450,1165,285,26327,21166,47493,24.52993,6.0008845,0,0,0,0,0,4368805,75102,17618,,0,6.575,3183688,31249,1153868,4368805,67735,180.70654,42.391521,3.0738778,-.0065827793,9.3811798,3.5229037,2.4849067,.049742091,3.5947061,1.8832746,10.17835,9.9601517,3.7469485,5.1968746,.02452993,.0060008843,-3.7078612,-5.1158485
north dakota,38,ND,1984,0,0,0,0,.22,25.297001,.44408894,.61852467,12429,33.251137,13,13,ND,100,89,11,4065,1332,5397,16.490643,2.0381694,0,0,1,0,0,691278,84353,1614,,0,5.349999999999999,414510,1911,274857,691278,31530,256.82156,4.9139924,-.81173044,-.48041821,9.4277878,3.5040889,2.5649493,-1.5141277,3.2306859,1.6770966,8.3101692,7.194437,1.5920867,5.5483813,.016490642,.0020381694,-4.1049623,-6.195703
ohio,39,OH,1984,0,0,0,0,1.854,38.877998,10.031082,1.1360115,13286,34.136112,12,12,OH,1646,1422,224,32296,42057,74353,19.124985,3.0126557,0,0,0,0,0,7893777,81640,30149,,0,9.466666666666667,6524410,31138,1338229,7893777,271611,216.40552,79.916832,2.3056884,.12752342,9.4944658,3.5303559,2.4849067,.61734545,3.6604285,2.2477767,10.382699,10.646781,4.3809867,5.3771539,.019124985,.0030126558,-3.9567597,-5.8049331
oklahoma,40,OK,1984,0,0,0,0,1.589,44.851002,6.8608484,2.1093903,12761,33.867882,9,9,OK,797,701,96,15445,15673,31118,22.527155,3.0850313,0,0,0,0,0,2780911,97910,12301,,0,6.791666666666667,1758481,11748,1010682,2780911,108147,142.95432,17.960178,1.9258311,.74639893,9.4541492,3.5224671,2.1972246,.46310487,3.8033459,1.9156964,9.6450405,9.6596947,2.8881569,4.9625249,.022527155,.0030850312,-3.7930338,-5.7811937
oregon,41,OR,1984,0,0,0,0,2.1830001,57.375999,1.4610621,2.9446871,12970,34.474934,9,9,OR,572,489,83,11362,9388,20750,23.566265,4,0,0,1,1,0,2182525,126474,8448,,0,9.299999999999999,1560277,9100,613148,2182525,83574,184.69188,12.336741,.37916362,1.0800025,9.4703941,3.5402324,2.1972246,.78070015,4.0496259,2.2300143,9.3380299,9.1471872,2.5125818,5.218689,.023566265,.0040000002,-3.7479391,-5.521461
pennsylvania,42,PA,1984,0,0,0,0,1.761,27.389,8.7759705,1.4920694,13455,36.060104,12,12,PA,1727,1395,332,34327,39990,74317,18.770941,4.4673495,0,0,1,0,0,7081271,87059,28820,,0,8.933333333333334,5805361,27206,1248704,7081271,226865,201.43515,66.683067,2.1720173,.40016398,9.5071058,3.5851872,2.4849067,.56588185,3.3101416,2.1897895,10.443687,10.596385,4.1999512,5.3054676,.018770941,.0044673495,-3.9754453,-5.4109602
rhode island,44,RI,1984,0,0,0,0,1.381,44.393002,3.5221126,2.9411831,13911,35.994171,13,13,RI,79,61,18,1160,4544,5704,10.69425,3.1556802,0,0,1,0,0,622375,1736,4539,,0,5.316666666666667,538307,1540,82528,622375,25873,118.59595,310.08469,1.259061,1.0788119,9.5404348,3.5833571,2.5649493,.32280791,3.7930818,1.6708466,7.0561752,8.4215631,5.7368455,4.7757225,.01069425,.0031556801,-4.5380492,-5.7585511
south carolina,45,SC,1984,0,0,0,0,1.528,40.384998,29.429649,.93605465,11059,32.611343,13,13,SC,916,762,154,16260,9285,25545,29.829712,6.0285769,0,0,0,0,0,2128346,54572,8767,,0,6.949999999999999,1626800,12587,488959,2128346,37264,185.55948,29.81016,3.3820026,-.06608142,9.3109999,3.4846601,2.5649493,.4239597,3.6984584,1.9387417,9.6964636,9.1361551,3.3948493,5.2233753,.029829713,.0060285768,-3.5122504,-5.1112442
south dakota,46,SD,1984,0,0,0,0,.43599999,24.65,.37037373,.58195108,11864,34.02533,13,13,SD,143,124,19,4999,1303,6302,19.676292,3.0149159,0,0,0,0,0,643137,71622,1775,,0,4.366666666666666,405626,2044,235467,643137,39040,228.52168,5.6634274,-.99324274,-.5413689,9.3812637,3.5271053,2.5649493,-.83011305,3.204777,1.474,8.5169935,7.1724248,1.7340293,5.4316311,.019676292,.0030149159,-3.9283409,-5.8041835
tennessee,47,TN,1984,0,0,0,0,2.152,34.442001,15.315344,.67977309,11411,34.250511,13,10,TN,1095,964,131,18817,18864,37681,25.583185,3.4765532,0,0,1,0,0,3568661,72125,11984,,0,8.841666666666667,2822315,11555,734791,3568661,101029,235.50693,39.130882,2.7288551,-.38599622,9.3423328,3.5337014,2.3025851,.7663976,3.5392768,2.1794753,9.8425159,9.8450108,3.6669121,5.4617405,.025583185,.0034765531,-3.6658199,-5.6617141
texas,48,TX,1984,0,0,0,0,2.375,55.25,11.815168,22.315214,13546,31.848486,10,10,TX,3912,3225,687,50206,84901,135107,23.86997,5.0848589,0,0,0,0,0,12171693,212938,65865,,0,6.158333333333332,8417227,51822,3702644,12171693,312393,127.79514,39.529003,2.4693842,3.1052687,9.5138464,3.46099,2.3025851,.86499745,4.0118685,1.8178061,10.82389,11.349241,3.6770346,4.8504286,.023869971,.0050848587,-3.7351341,-5.2814879
utah,49,UT,1984,0,0,0,0,.81099999,45.220001,.62800372,4.3448234,10984,28.154991,14,14,UT,315,263,52,4503,7018,11521,22.827879,4.5134969,0,0,1,1,0,1090415,43290,5074,,0,6.566666666666666,748483,1147,340785,1090415,60178,147.5134,17.289974,-.46520919,1.4689851,9.3041954,3.3377247,2.6390574,-.20948724,3.8115394,1.8820063,8.4124994,8.8562336,2.8501267,4.9939189,.022827879,.004513497,-3.7797728,-5.4006829
vermont,50,VT,1984,0,0,0,0,.45099998,38.228001,.26432574,.62120587,12335,33.661953,14,13,VT,114,102,12,3198,1074,4272,23.876404,2.8089888,0,0,0,0,0,377262,13075,933,,0,4.916666666666667,287838,1319,88105,377262,21927,308.50803,22.01438,-1.3305731,-.47609276,9.4201956,3.5163682,2.5649493,-.79628801,3.6435683,1.5926307,8.070281,6.9791451,3.0916958,5.7317476,.023876404,.0028089888,-3.7348645,-5.8749309
virginia,51,VA,1984,0,0,0,0,1.367,34.880001,18.532,1.8974979,14642,33.495808,11,11,VA,1013,844,169,21638,21875,43513,19.396502,3.8838968,0,0,0,0,0,4047055,52342,12993,,0,5.066666666666667,3336987,13388,696680,4047055,81248,256.82959,63.753525,2.9194989,.64053613,9.5916491,3.5114202,2.3978953,.31261855,3.5519137,1.6226832,9.9822063,9.9931002,4.1550245,5.5484128,.019396501,.0038838969,-3.9426627,-5.5509162
washington,53,WA,1984,0,0,0,0,1.752,56.952999,2.729826,3.3141992,14373,33.684162,18,18,WA,746,642,104,15952,20127,36079,17.794285,2.8825634,0,0,1,0,0,3430352,65681,15038,,0,9.316666666666668,2420225,11013,999114,3430352,138541,160.94061,36.848175,1.0042379,1.1982161,9.5731068,3.5170279,2.8903718,.56075799,4.0422263,2.2318048,9.6773396,9.9098177,3.606806,5.0810356,.017794285,.0028825633,-4.0288777,-5.8490753
west virginia,54,WV,1984,0,0,0,0,.58099997,21.677,3.216799,.56873679,10344,34.914734,15.35,15.35,WV,438,393,45,8295,3591,11886,33.06411,3.7859666,0,0,0,0,0,1377812,32011,2975,,0,14.09166666666667,765178,3429,338787,1107394,34213,257.2027,23.903595,1.1683868,-.56433755,9.2441616,3.5529089,2.7311156,-.54300457,3.0762517,2.6455836,9.0234079,8.1861858,3.1740289,5.5498643,.033064108,.0037859667,-3.409307,-5.5764542
wisconsin,55,WI,1984,0,0,0,0,.85500002,39.757,4.1625051,1.5023588,13285,34.17292,16,16,WI,822,721,101,18744,17075,35819,20.128983,2.8197324,0,0,0,0,0,3094456,94428,13922,,0,7.283333333333332,2386500,12422,695534,3094456,197194,171.41934,25.273224,1.4261171,.40703639,9.4943905,3.5314336,2.7725887,-.15665379,3.682786,1.9855887,9.8386288,9.7453709,3.2297454,5.1441131,.020128982,.0028197325,-3.9055946,-5.8711133
wyoming,56,WY,1984,0,0,0,0,.47299999,34.407001,.70030051,5.2631135,13581,30.860138,0,8,WY,157,152,5,3848,1222,5070,29.980276,.9861933,0,0,0,0,0,494279,36697,1497,,0,6.308333333333333,290972,2311,200996,494279,22298,194.37007,7.9290404,-.35624573,1.6607227,9.516427,3.4294653,2.0794415,-.74865991,3.53826,1.8418715,8.2553091,7.1082439,2.0705321,5.2697639,.029980276,.00098619331,-3.5072155,-6.921658
alabama,1,AL,1985,0,0,0,0,1.42,34.846001,24.779602,.69431716,11604,34.0312,14,13,AL,882,773,109,17453,17638,35091,22.02844,3.1062095,0,0,1,0,0,3337831,73260,14538,,0,9.541666666666668,2449566,8380,924885,3382831,63099,168.49402,33.436611,3.2100208,-.36482641,9.3591051,3.5272777,2.5649493,.35065684,3.5509384,2.2556682,9.7672672,9.7778111,3.5096514,5.1269002,.022028441,.0031062094,-3.8154209,-5.7743521
alaska,2,AK,1985,0,0,0,0,1.7989999,52.952,3.8477499,2.6937895,20593,27.816248,8,8,AK,127,104,23,2179,1831,4010,25.935162,5.735661,0,0,1,0,0,353015,9980,1621,,0,9.841666666666667,186851,1884,164280,353015,9961,115.26897,18.722546,1.3474885,.99094892,9.9327068,3.3256204,2.0794415,.58723092,3.9693859,2.2866251,7.6866212,7.5126176,2.9297285,4.7472682,.025935162,.0057356609,-3.6521556,-5.1610522
arizona,4,AZ,1985,0,0,0,0,2.0019999,65.137001,2.9084697,16.7022,14000,33.762939,13,13,AZ,893,723,170,11184,10396,21580,33.503242,7.8776646,0,0,1,0,0,2235021,66929,9977,,0,6.358333333333333,1543782,4047,687192,2235021,82706,154.73409,23.065966,1.0676271,2.8155406,9.546813,3.5193636,2.5649493,.69414663,4.1764927,1.8497663,9.3222399,9.249176,3.1383581,5.041708,.033503242,.0078776646,-3.3961132,-4.8437238
arkansas,5,AR,1985,0,0,0,0,1.0549999,32.375,15.747534,.77334666,11165,35.108887,12.5,10.5,AR,534,473,61,11100,6012,17112,27.64142,3.56475,0,0,1,0,0,1383699,69460,7569,,0,8.491666666666667,905351,4913,473348,1383612,28886,119.61303,13.034135,2.7566838,-.25702786,9.3205395,3.5584543,2.3513753,.053540718,3.4773865,2.1390853,9.3147001,8.7015123,2.5675716,4.7842617,.027641421,.0035647498,-3.5884399,-5.6366615
california,6,CA,1985,0,0,0,0,3.8150001,57.527,7.5320778,21.697815,16795,33.230122,9,9,CA,4960,3977,983,46183,161417,207600,19.157032,4.7350674,0,0,1,0,0,18899221,107668,66413,,0,7.183333333333334,13968518,34435,4896268,18899221,712894,210.32806,129.73695,2.019171,3.0772116,9.7288361,3.5034568,2.1972246,1.3389406,4.0522542,1.9717635,10.740367,11.991746,4.865509,5.3486686,.019157032,.0047350675,-3.9550855,-5.3527594
colorado,8,CO,1985,0,0,0,0,1.709,64.480003,3.8156555,11.902295,15733,32.377121,13,12,CO,579,512,67,10099,16047,26146,19.582346,2.5625334,0,0,0,0,0,2758878,65226,10746,,0,5.983333333333333,1893267,5714,859897,2758878,110614,176.18341,29.026262,1.3391125,2.4767313,9.663516,3.477452,2.4849067,.5359084,4.1663551,1.7889779,9.220192,9.6832771,3.368201,5.1715255,.019582346,.0025625334,-3.9331269,-5.9667587
connecticut,9,CT,1985,0,0,0,0,2.178,43.028,7.4964552,5.0127778,18743,35.722492,16,16,CT,448,369,79,5419,16971,22390,16.480572,3.5283608,0,0,1,0,0,2464850,8909,10724,,0,4.391666666666667,2113509,8353,342988,2464850,58974,197.08215,237.23302,2.0144303,1.6119902,9.8385754,3.5757806,2.7725887,.77840704,3.7618511,1.4797088,8.5976667,9.7392616,5.4690428,5.2836208,.016480573,.0035283607,-4.1055732,-5.6469221
delaware,10,DE,1985,0,0,0,0,1.767,45.279999,16.140362,1.9358389,15743,33.994453,11,11,DE,104,81,23,2432,2933,5365,15.097857,4.2870455,0,0,1,0,0,465091,3784,1529,,0,5.149999999999999,364785,1680,98626,465091,9991,238.5775,96.401955,2.7813232,.66054082,9.6641512,3.5261974,2.3978953,.56928319,3.8128655,1.6389967,7.7964692,7.9837809,4.5685263,5.4746943,.015097857,.0042870454,-4.1932025,-5.4521575
